pkg	kind	name	loc	refused_calls	supplied_calls	lang_refusals	imported_types	verdict
cedargo	func	Authorize	45	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq2	-	refused(static)
cedargo	func	newPolicy	3	-	-	-	-	lowers(static)
cedargo	method	Policy.MarshalJSON	4	-	-	-	-	lowers(static)
cedargo	method	Policy.UnmarshalJSON	9	-	-	-	-	lowers(static)
cedargo	method	Policy.MarshalCedar	8	bytes.Buffer.Bytes	-	-	bytes.Buffer	refused(static)
cedargo	method	Policy.UnmarshalCedar	8	-	-	-	-	lowers(static)
cedargo	func	NewPolicyFromAST	4	-	-	-	-	lowers(static)
cedargo	method	Policy.Annotations	7	-	-	-	-	lowers(static)
cedargo	method	Policy.Effect	3	-	-	-	-	lowers(static)
cedargo	method	Policy.Position	3	-	-	-	-	lowers(static)
cedargo	method	Policy.SetFilename	3	-	-	-	-	lowers(static)
cedargo	method	Policy.AST	3	-	-	-	-	lowers(static)
cedargo	func	NewPolicyListFromBytes	10	-	-	-	-	lowers(static)
cedargo	method	PolicyList.UnmarshalCedar	13	-	fmt.Errorf	-	-	lowers(static)
cedargo	method	PolicyList.MarshalCedar	11	bytes.Buffer.Bytes	bytes.Buffer.Write,bytes.Buffer.WriteString	-	bytes.Buffer	refused(static)
cedargo	method	PolicyMap.All	3	maps.All	-	sig:imported-generic-inst:iter.Seq2	-	refused(static)
cedargo	func	NewPolicySet	3	-	-	-	-	lowers(static)
cedargo	func	NewPolicySetFromBytes	12	-	fmt.Sprintf	-	-	lowers(static)
cedargo	method	PolicySet.Get	3	-	-	-	-	lowers(static)
cedargo	method	PolicySet.Add	5	-	-	-	-	lowers(static)
cedargo	method	PolicySet.Remove	5	-	-	-	-	lowers(static)
cedargo	method	PolicySet.Map	3	maps.Clone	-	-	-	refused(static)
cedargo	method	PolicySet.MarshalCedar	20	bytes.Buffer.Bytes	bytes.Buffer.Write,bytes.Buffer.WriteString,slices.Sort	-	bytes.Buffer	refused(static)
cedargo	method	PolicySet.MarshalJSON	9	encoding/json.Marshal	-	-	-	refused(static)
cedargo	method	PolicySet.UnmarshalJSON	13	encoding/json.Unmarshal	-	-	-	refused(static)
cedargo	method	PolicySet.IsAuthorized	3	-	-	-	-	lowers(static)
cedargo	method	PolicySet.All	9	-	-	sig:imported-generic-inst:iter.Seq2	-	refused(static)
cedargo	func	NewEncoder	3	-	-	-	io.Writer	lowers(static)
cedargo	method	Encoder.Encode	3	-	-	-	-	lowers(static)
cedargo	func	NewDecoder	3	-	-	-	io.Reader	lowers(static)
cedargo	method	Decoder.Decode	12	-	-	-	-	lowers(static)
cedargo	func	NewDatetimeFromMillis	3	-	-	-	-	lowers(static)
cedargo	func	NewDurationFromMillis	3	-	-	-	-	lowers(static)
cedargo	func	NewDuration	3	-	-	-	time.Duration	lowers(static)
cedargo	func	NewDatetime	3	-	-	-	time.Time	lowers(static)
cedargo	func	NewEntityUID	3	-	-	-	-	lowers(static)
cedargo	func	NewEntityUIDSet	3	-	-	-	-	lowers(static)
cedargo	func	NewPattern	3	-	-	-	-	lowers(static)
cedargo	func	NewRecord	3	-	-	-	-	lowers(static)
cedargo	func	NewSet	3	-	-	-	-	lowers(static)
cedargo	func	NewDecimal	3	-	-	-	-	lowers(static)
cedargo	func	NewDecimalFromInt	3	-	-	-	-	lowers(static)
cedargo	func	NewDecimalFromFloat	3	-	-	-	-	lowers(static)
cedargo/ast	method	Annotations.unwrap	3	-	-	-	-	lowers(static)
cedargo/ast	func	wrapAnnotations	3	-	-	-	-	lowers(static)
cedargo/ast	func	Annotation	3	-	-	-	-	lowers(static)
cedargo/ast	method	Annotations.Annotation	3	-	-	-	-	lowers(static)
cedargo/ast	method	Annotations.Permit	3	-	-	-	-	lowers(static)
cedargo/ast	method	Annotations.Forbid	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.Annotate	3	-	-	-	-	lowers(static)
cedargo/ast	func	wrapNode	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Equal	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.NotEqual	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.LessThan	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.LessThanOrEqual	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.GreaterThan	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.GreaterThanOrEqual	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.DecimalLessThan	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.DecimalLessThanOrEqual	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.DecimalGreaterThan	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.DecimalGreaterThanOrEqual	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Like	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.And	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Or	3	-	-	-	-	lowers(static)
cedargo/ast	func	Not	3	-	-	-	-	lowers(static)
cedargo/ast	func	IfThenElse	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Add	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Subtract	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Multiply	3	-	-	-	-	lowers(static)
cedargo/ast	func	Negate	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.In	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Is	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsIn	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Contains	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ContainsAll	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ContainsAny	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsEmpty	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Access	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Has	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.GetTag	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.HasTag	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsIpv4	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsIpv6	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsMulticast	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsLoopback	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.IsInRange	3	-	-	-	-	lowers(static)
cedargo/ast	method	Node.Offset	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.DurationSince	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToDate	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToTime	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToDays	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToHours	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToMinutes	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToSeconds	1	-	-	-	-	lowers(static)
cedargo/ast	method	Node.ToMilliseconds	1	-	-	-	-	lowers(static)
cedargo/ast	func	wrapPolicy	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.unwrap	3	-	-	-	-	lowers(static)
cedargo/ast	func	Permit	3	-	-	-	-	lowers(static)
cedargo/ast	func	Forbid	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.When	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.Unless	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.MarshalJSON	4	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.UnmarshalJSON	9	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.MarshalCedar	8	bytes.Buffer.Bytes	-	-	bytes.Buffer	refused(static)
cedargo/ast	method	Policy.UnmarshalCedar	8	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.PrincipalEq	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.PrincipalIn	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.PrincipalIs	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.PrincipalIsIn	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ActionEq	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ActionIn	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ActionInSet	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ResourceEq	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ResourceIn	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ResourceIs	3	-	-	-	-	lowers(static)
cedargo/ast	method	Policy.ResourceIsIn	3	-	-	-	-	lowers(static)
cedargo/ast	func	Boolean	3	-	-	-	-	lowers(static)
cedargo/ast	func	True	3	-	-	-	-	lowers(static)
cedargo/ast	func	False	3	-	-	-	-	lowers(static)
cedargo/ast	func	String	3	-	-	-	-	lowers(static)
cedargo/ast	func	Long	3	-	-	-	-	lowers(static)
cedargo/ast	func	Set	7	-	-	-	-	lowers(static)
cedargo/ast	func	Record	7	-	-	-	-	lowers(static)
cedargo/ast	func	EntityUID	3	-	-	-	-	lowers(static)
cedargo/ast	func	IPAddr	3	-	-	-	-	lowers(static)
cedargo/ast	func	Datetime	3	-	-	-	time.Time	lowers(static)
cedargo/ast	func	Duration	3	-	-	-	time.Duration	lowers(static)
cedargo/ast	func	Value	3	-	-	-	-	lowers(static)
cedargo/ast	func	DecimalExtensionCall	3	-	-	-	-	lowers(static)
cedargo/ast	func	IPExtensionCall	3	-	-	-	-	lowers(static)
cedargo/ast	func	DatetimeExtensionCall	3	-	-	-	-	lowers(static)
cedargo/ast	func	DurationExtensionCall	3	-	-	-	-	lowers(static)
cedargo/ast	func	Principal	3	-	-	-	-	lowers(static)
cedargo/ast	func	Action	3	-	-	-	-	lowers(static)
cedargo/ast	func	Resource	3	-	-	-	-	lowers(static)
cedargo/ast	func	Context	3	-	-	-	-	lowers(static)
cedargo/internal/consts	func	init	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	BoolEvaler.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	Compile	5	-	-	-	-	lowers(static)
cedargo/internal/eval	func	PolicyToNode	31	-	-	-	-	lowers(static)
cedargo/internal/eval	func	scopeToNode	21	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ToEval	85	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/internal/eval	func	zeroValue	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalBool	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalLong	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalComparableValue	11	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	evalString	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalSet	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalEntity	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalDatetime	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalDecimal	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalDuration	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	evalIP	12	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newErrorEval	5	-	-	-	-	lowers(static)
cedargo/internal/eval	method	errorEval.Eval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	literalEval.Eval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newOrEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	orEval.Eval	22	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newAndEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	andEval.Eval	22	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newNotEval	5	-	-	-	-	lowers(static)
cedargo/internal/eval	method	notEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	checkedAddI64	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	checkedSubI64	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	checkedMulI64	15	-	-	-	-	lowers(static)
cedargo/internal/eval	func	checkedNegI64	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newAddEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	addEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newSubtractEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	subtractEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newMultiplyEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	multiplyEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newNegateEval	5	-	-	-	-	lowers(static)
cedargo/internal/eval	method	negateEval.Eval	11	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newDecimalLessThanEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	decimalLessThanEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDecimalLessThanOrEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	decimalLessThanOrEqualEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDecimalGreaterThanEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	decimalGreaterThanEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDecimalGreaterThanOrEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	decimalGreaterThanOrEqualEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newIfThenElseEval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	method	ifThenElseEval.Eval	10	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	equalEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newNotEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	notEqualEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newSetLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	setLiteralEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newContainsEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	containsEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newContainsAllEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	containsAllEval.Eval	16	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/internal/eval	func	newContainsAnyEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	containsAnyEval.Eval	16	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/internal/eval	func	newIsEmptyEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	isEmptyEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newRecordLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	recordLiteralEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newAttributeAccessEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	attributeAccessEval.Eval	30	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newHasEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	hasEval.Eval	19	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newGetTagEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	getTagEval.Eval	28	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newHasTagEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	hasTagEval.Eval	19	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newLikeEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	likeEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newVariableEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	variableEval.Eval	12	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newInEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	entityInOne	27	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/internal/eval	func	entityInSet	27	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/internal/eval	method	inEval.Eval	13	-	-	-	-	lowers(static)
cedargo/internal/eval	func	doInEval	18	-	fmt.Errorf	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/internal/eval	func	newIsEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	isEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newIsInEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	isInEval.Eval	14	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDecimalLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	decimalLiteralEval.Eval	13	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDatetimeLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	datetimeLiteralEval.Eval	13	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newDurationLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	durationLiteralEval.Eval	13	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newIPLiteralEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	ipLiteralEval.Eval	13	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ipTestIPv4	1	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ipTestIPv6	1	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ipTestLoopback	1	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ipTestMulticast	1	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newIPTestEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	ipTestEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newIPIsInRangeEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	ipIsInRangeEval.Eval	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newExtensionEval	63	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newComparableValueLessThanEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	comparableValueLessThanEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newComparableValueGreaterThanEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	comparableValueGreaterThanEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newComparableValueLessThanOrEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	comparableValueLessThanOrEqualEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newComparableValueGreaterThanOrEqualEval	6	-	-	-	-	lowers(static)
cedargo/internal/eval	method	comparableValueGreaterThanOrEqualEval.Eval	15	errors.Join	-	-	-	refused(static)
cedargo/internal/eval	func	newToDateEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toDateEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToTimeEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toTimeEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToMillisecondsEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toMillisecondsEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToSecondsEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toSecondsEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToMinutesEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toMinutesEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToHoursEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toHoursEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newToDaysEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	toDaysEval.Eval	7	-	-	-	-	lowers(static)
cedargo/internal/eval	func	newOffsetEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	offsetEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newDurationSinceEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	durationSinceEval.Eval	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	foldPolicy	14	slices.Clone	-	-	-	refused(static)
cedargo/internal/eval	func	tryFold	27	-	-	-	-	lowers(static)
cedargo/internal/eval	func	tryFoldBinary	10	-	-	-	-	lowers(static)
cedargo/internal/eval	func	tryFoldUnary	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	fold	192	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/internal/eval	func	Variable	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	Ignore	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	IsVariable	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ToVariable	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	IsIgnore	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	PartialPolicy	41	errors.Is,slices.Clone	fmt.Errorf	-	-	refused(static)
cedargo/internal/eval	func	partialPrincipalScope	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	partialActionScope	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	partialResourceScope	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	partialScopeEval	29	-	-	-	-	lowers(static)
cedargo/internal/eval	func	tryPartial	39	errors.Is	-	-	-	refused(static)
cedargo/internal/eval	func	tryPartialBinary	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	tryPartialUnary	6	-	-	-	-	lowers(static)
cedargo/internal/eval	func	partial	178	-	fmt.Sprintf	-	-	lowers(static)
cedargo/internal/eval	func	isNonBoolValue	8	-	-	-	-	lowers(static)
cedargo/internal/eval	func	isTrue	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	isFalse	11	-	-	-	-	lowers(static)
cedargo/internal/eval	func	partialIfThenElse	27	errors.Is	fmt.Errorf	-	-	refused(static)
cedargo/internal/eval	func	partialAnd	25	errors.Is	fmt.Errorf	-	-	refused(static)
cedargo/internal/eval	func	partialOr	25	errors.Is	fmt.Errorf	-	-	refused(static)
cedargo/internal/eval	func	extError	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	PartialError	3	-	-	-	-	lowers(static)
cedargo/internal/eval	func	ToPartialError	22	-	errors.New	-	-	lowers(static)
cedargo/internal/eval	func	newPartialHasEval	3	-	-	-	-	lowers(static)
cedargo/internal/eval	method	partialHasEval.Eval	22	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	newPartialErrorEval	5	-	-	-	-	lowers(static)
cedargo/internal/eval	method	partialErrorEval.Eval	7	-	errors.New	-	-	lowers(static)
cedargo/internal/eval	func	TypeName	24	-	fmt.Sprintf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToBool	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToLong	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToString	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToSet	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToRecord	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToEntity	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToDatetime	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToDecimal	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToDuration	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/eval	func	ValueToIP	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/extensions	func	init	3	-	-	-	-	lowers(static)
cedargo/internal/json	method	valueJSON.MarshalJSON	3	encoding/json.Marshal	-	-	-	refused(static)
cedargo/internal/json	method	valueJSON.UnmarshalJSON	3	-	-	-	-	lowers(static)
cedargo/internal/json	method	scopeJSON.FromNode	36	-	-	-	-	lowers(static)
cedargo/internal/json	func	unaryToJSON	5	-	-	-	-	lowers(static)
cedargo/internal/json	func	binaryToJSON	6	-	-	-	-	lowers(static)
cedargo/internal/json	func	arrayToJSON	9	-	-	-	-	lowers(static)
cedargo/internal/json	func	extToJSON	11	-	-	-	-	lowers(static)
cedargo/internal/json	func	extCallToJSON	5	-	-	-	-	lowers(static)
cedargo/internal/json	func	strToJSON	6	-	-	-	-	lowers(static)
cedargo/internal/json	func	likeToJSON	6	-	-	-	-	lowers(static)
cedargo/internal/json	func	recordToJSON	9	-	-	-	-	lowers(static)
cedargo/internal/json	func	ifToJSON	7	-	-	-	-	lowers(static)
cedargo/internal/json	func	isToJSON	6	-	-	-	-	lowers(static)
cedargo/internal/json	func	isInToJSON	8	-	-	-	-	lowers(static)
cedargo/internal/json	method	nodeJSON.FromNode	148	-	fmt.Sprintf	-	-	lowers(static)
cedargo/internal/json	method	nodeJSON.MarshalJSON	8	encoding/json.Marshal	-	-	-	refused(static)
cedargo/internal/json	func	wrapPolicy	3	-	-	-	-	lowers(static)
cedargo/internal/json	method	Policy.unwrap	3	-	-	-	-	lowers(static)
cedargo/internal/json	method	Policy.MarshalJSON	26	encoding/json.Marshal	-	-	-	refused(static)
cedargo/internal/json	method	scopeJSON.ToPrincipalResourceNode	22	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	scopeJSON.ToActionNode	21	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	binaryJSON.ToNode	11	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	unaryJSON.ToNode	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	strJSON.ToNode	7	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	likeJSON.ToNode	8	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	isJSON.ToNode	14	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	ifThenElseJSON.ToNode	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	arrayJSON.ToNode	11	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	recordJSON.ToNode	11	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	extensionJSON.ToNode	23	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	nodeJSON.ToNode	98	-	fmt.Errorf	-	-	lowers(static)
cedargo/internal/json	method	nodeJSON.UnmarshalJSON	18	bytes.NewReader,encoding/json.Decoder.Decode,encoding/json.Decoder.DisallowUnknownFields,encoding/json.NewDecoder,encoding/json.Unmarshal,strings.HasPrefix	-	-	encoding/json.Decoder	refused(static)
cedargo/internal/json	method	Policy.UnmarshalJSON	46	encoding/json.Unmarshal	fmt.Errorf	-	-	refused(static)
cedargo/internal/mapset	func	Immutable	3	-	-	-	-	lowers(static)
cedargo/internal/mapset	method	ImmutableMapSet.Contains	3	-	-	-	-	lowers(static)
cedargo/internal/mapset	method	ImmutableMapSet.Intersects	3	-	-	-	-	lowers(static)
cedargo/internal/mapset	method	ImmutableMapSet.Iterate	3	-	-	-	-	lowers(static)
