pkg	kind	name	loc	refused_calls	supplied_calls	lang_refusals	imported_types	verdict
cedargo/x/exp/schema/internal/parser	method	parser.parseIdents	23	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseNames	18	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseName	21	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseEntityTypes	28	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseActionParents	28	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseQualName	18	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseAppliesTo	87	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseType	32	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	parser.parseRecordType	44	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	position.String	7	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	func	newLexer	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.position	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.errorf	3	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.peek	7	unicode/utf8.DecodeRune	-	-	-	refused(static)
cedargo/x/exp/schema/internal/parser	method	lexer.advance	14	unicode/utf8.DecodeRune	-	-	-	refused(static)
cedargo/x/exp/schema/internal/parser	method	lexer.skipWhitespaceAndComments	36	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	func	isIdentStart	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	func	isIdentContinue	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.scanIdent	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.scanString	28	-	-	-	-	lowers(static)
cedargo/x/exp/schema/internal/parser	method	lexer.next	68	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	Resolve	66	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.registerDecls	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	checkShadowing	49	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.detectCommonTypeCycles	56	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveEntities	32	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveEnums	14	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveActions	50	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveType	30	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveRecordType	15	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveEntityTypeRef	23	strings.Contains	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveTypeRef	39	strings.Contains	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveQualifiedTypeRef	23	strings.HasPrefix	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/resolved	method	resolverState.resolveTypeRefPath	12	strings.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/resolved	func	resolveActionParentRef	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	resolverState.validateActionMembership	45	-	fmt.Errorf	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/x/exp/schema/resolved	func	lookupBuiltin	20	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	collectTypeRefs	18	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	qualifyEntityType	6	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	qualifyPath	6	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	qualifyActionType	6	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	func	extractNamespace	7	strings.LastIndex	-	-	-	refused(static)
cedargo/x/exp/schema/resolved	method	StringType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	LongType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	BoolType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	ExtensionType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	SetType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	RecordType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/resolved	method	EntityType.isType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	newCapabilitySet	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	capabilitySet.clone	3	maps.Clone	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	capabilitySet.add	5	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	capabilitySet.has	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	capabilitySet.merge	5	maps.Copy	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	capabilitySet.intersect	9	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeNever.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeTrue.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeFalse.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeBool.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeLong.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeString.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeSet.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeRecord.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeEntity.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	typeExtension.isCedarType	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	typeIncompatErr	8	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	typeIncompatErrMulti	32	slices.Compact	fmt.Sprintf,slices.SortFunc,strings.Builder.String,strings.Builder.WriteString	-	strings.Builder	refused(static)
cedargo/x/exp/schema/validate	func	compareCedarType	17	strings.Compare	-	-	-	refused(static)
cedargo/x/exp/schema/validate	func	cedarTypeKindRank	26	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	compareRecordTypes	28	strings.Compare	cmp.Compare,slices.Sort	-	-	refused(static)
cedargo/x/exp/schema/validate	func	compareEntityLUB	10	strings.Compare	cmp.Compare	-	-	refused(static)
cedargo/x/exp/schema/validate	func	cedarTypeName	26	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	cedarEntityTypeName	11	-	strings.Join	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	cedarRecordTypeName	24	strings.Builder.WriteRune	slices.Sort,strings.Builder.String,strings.Builder.WriteString	-	strings.Builder	refused(static)
cedargo/x/exp/schema/validate	func	singleEntityLUB	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	entityLUB.isDisjoint	15	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.isSubtype	11	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.leastUpperBound	60	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.lubRecord	40	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	unionLUB	6	slices.Clone,slices.Compact	slices.Sort	-	-	refused(static)
cedargo/x/exp/schema/validate	func	schemaTypeToCedarType	18	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	schemaRecordToCedarType	10	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.lookupAttributeType	11	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.lookupEntityAttr	29	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.entityHasTags	9	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.entityTagType	16	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.checkStrictEntityLUB	17	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	entityLUBsRelated	8	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.isEntityDescendant	19	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.anyEntityDescendantOf	13	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isActionEntity	4	strings.HasSuffix	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	entityDeserError.Error	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	newDeserError	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	checkValue	43	-	fmt.Errorf,fmt.Sprintf	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/x/exp/schema/validate	func	checkRecord	23	-	fmt.Errorf,fmt.Sprintf	FR-12:range-over-func,imported-generic-inst:iter.Seq2	-	refused(static)
cedargo/x/exp/schema/validate	func	checkExtensionValue	21	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	extensionMismatchError	11	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.Entity	20	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.Entities	12	errors.As	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateActionEntity	46	-	fmt.Errorf	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateEntity	28	slices.Contains	fmt.Errorf,fmt.Sprintf	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/x/exp/schema/validate	method	typeIncompatError.Error	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	unsafeTagAccessError.Error	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.Policy	63	errors.As,errors.Join	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	func	flattenErrors	10	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.validatePrincipalScope	38	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateAndGetActionUIDs	28	errors.Join	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateResourceScope	38	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateScopeEntity	12	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.validateScopeType	6	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.validateActionApplication	53	slices.Contains	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.getActionsInSet	15	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.isActionDescendant	18	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.getEntityTypesIn	25	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typecheckConditions	101	errors.As,errors.Join	fmt.Errorf	FR-13:anon-struct-type	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.Request	30	slices.Contains	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateRequestEntityType	6	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	formatContextRecord	22	strings.Builder.WriteRune	slices.Sort,strings.Builder.String,strings.Builder.WriteString	FR-12:range-over-func,imported-generic-inst:iter.Seq2	strings.Builder	refused(static)
cedargo/x/exp/schema/validate	func	formatCedarValue	16	-	fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.generateRequestEnvs	20	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.filterEnvsForPolicy	16	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	matchesEntityTypeConstraint	6	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	func	matchesActionConstraint	6	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfExpr	97	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfValue	15	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfEntityUID	17	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	typeOfVariable	11	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	unexpectedTypeErr	3	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfAnd	58	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfOr	48	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfNot	20	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfIfThenElse	107	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfEquality	53	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfComparison	39	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfArith	20	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfNegate	15	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfIn	58	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfContains	29	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfContainsAllAny	38	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfIsEmpty	17	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfLike	16	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfIs	26	errors.Join,slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfIsIn	33	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfHas	26	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.hasResultType	13	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.hasResultTypeEntity	16	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfAccess	47	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.attrNotFoundError	29	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.unsafeOptionalAccessError	21	-	fmt.Errorf,fmt.Sprintf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	formatEntityAttrPath	17	-	fmt.Fprintf,strings.Builder.String,strings.Builder.WriteByte,strings.Builder.WriteString	-	strings.Builder	lowers(static)
cedargo/x/exp/schema/validate	func	isValidCedarIdent	13	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isIdentStart	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isIdentContinue	3	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	joinComma	10	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfHasTag	35	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfGetTag	68	errors.Join	fmt.Sprintf	-	-	refused(static)
cedargo/x/exp/schema/validate	func	rewriteConstITE	18	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfRecord	24	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfSet	71	errors.Join	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.typeOfExtensionCall	63	errors.Join	fmt.Errorf	-	-	refused(static)
cedargo/x/exp/schema/validate	func	collectErrors	7	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	areTypesDisjoint	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	validateExtensionValue	21	-	fmt.Errorf	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isBoolType	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isEntityType	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isEntityOrRecordType	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	isEntityOrSetOfEntity	12	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	exprVarName	11	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	exprContainsVariable	14	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.validateEntityRefs	92	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	method	Validator.validateEntityRefsPair	3	errors.Join	-	-	-	refused(static)
cedargo/x/exp/schema/validate	func	evalLiteralEquality	8	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.exprToActionEUID	13	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.exprToActionEUIDs	24	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.isActionInSet	4	slices.Contains	-	-	-	refused(static)
cedargo/x/exp/schema/validate	func	tagCapabilityKey	11	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	WithStrict	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	WithPermissive	1	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	func	New	7	-	-	-	-	lowers(static)
cedargo/x/exp/schema/validate	method	Validator.isKnownEntityType	5	-	-	-	-	lowers(static)
cedargo/x/exp/types	method	EntityMap.UnmarshalJSONWithSchema	19	encoding/json.Unmarshal	-	-	-	refused(static)
cedargo/x/exp/types	method	Entity.UnmarshalJSONWithSchema	16	encoding/json.Unmarshal	-	-	-	refused(static)
cedargo/x/exp/types	func	coerceEntity	11	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceRecord	26	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceTagValues	21	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceValue	16	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceEntityUID	23	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceExtension	25	-	-	-	-	lowers(static)
cedargo/x/exp/types	func	coerceSet	19	-	-	FR-12:range-over-func,imported-generic-inst:iter.Seq	-	refused(static)
cedark8s/internal/schema	func	ModifyObjectMetaMaps	25	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AllAdmissionActions	3	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AddAdmissionActions	27	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AddResourceTypeToAction	8	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	PrincipalUIDEntity	10	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	NonResourceURLEntity	12	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	FieldRequirementEntityShape	11	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	LabelRequirementEntityShape	11	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	ResourceEntity	25	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AllAuthorizationActionNames	23	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	GetAuthorizationActions	77	slices.Contains	-	-	-	refused(static)
cedark8s/internal/schema	func	GetAuthorizationActionsNamespace	5	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	GetAuthorizationNamespace	20	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	NewCedarSchema	3	-	-	-	-	lowers(static)
cedark8s/internal/schema	method	CedarSchema.SortActionEntities	10	-	slices.Sort	-	-	lowers(static)
cedark8s/internal/schema	method	CedarSchema.GetEntityShape	32	-	strings.Join,strings.Split	-	-	lowers(static)
cedark8s/internal/schema	func	docAnnotation	3	-	-	-	-	lowers(static)
cedark8s/internal/schema	method	EntityAttribute.toRecordEA	10	-	-	-	-	lowers(static)
cedark8s/internal/schema	method	EntityAttribute.toNonRecordEA	10	-	-	-	-	lowers(static)
cedark8s/internal/schema	method	EntityAttribute.MarshalJSON	6	encoding/json.Marshal	-	-	-	refused(static)
cedark8s/internal/schema	func	proxyOptionEntityShape	10	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	NodeProxyOptions	6	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	ServiceProxyOptions	6	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	PodProxyOptions	6	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	PodPortForwardOptions	18	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	podExecAttachEntityShape	18	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	PodExecOptions	6	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	PodAttachOptions	6	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AddConnectEntities	43	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	UserEntity	18	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	GroupEntity	8	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	ServiceAccountEntity	19	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	NodeEntity	18	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	ExtraEntityShape	10	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	ExtraEntity	16	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AddPrincipalsToSchema	17	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AdmissionPrincipalTypes	3	-	-	-	-	lowers(static)
cedark8s/internal/schema	func	AuthorizationPrincipalTypes	16	-	-	-	-	lowers(static)
