# DIAGNOSTIC — NOT A LOWERING. tools/lowerdiag report: no wire is written; nothing in this file is a gate input. (lowerdiag wire: per-declaration classification of the wire's quarantine stubs)
pkg	kind	name	status	cause	class	key
main	func	probeTwinTicks	lowered	-	-	-
main	func	$pkginit	lowered	-	-	-
internal/bytealg	func	internal/bytealg.IndexRabinKarp[string]	lowered	-	-	-
strconv	func	strconv.bsearch[[]uint16,uint16]	lowered	-	-	-
strconv	func	strconv.bsearch[[]uint32,uint32]	lowered	-	-	-
internal/bytealg	func	internal/bytealg.HashStr[string]	lowered	-	-	-
internal/strconv	method	internal/strconv.Error.Error	lowered	-	-	-
errors	method	errors.errorString.Error	lowered	-	-	-
slices	method	slices.xorshift.Next	lowered	-	-	-
strconv	method	strconv.NumError.Error	lowered	-	-	-
strconv	method	strconv.NumError.Unwrap	lowered	-	-	-
bytes	method	bytes.Buffer.Bytes	lowered	-	-	-
bytes	method	bytes.Buffer.AvailableBuffer	lowered	-	-	-
bytes	method	bytes.Buffer.String	lowered	-	-	-
bytes	method	bytes.Buffer.Peek	quarantined	method bytes.Buffer.Peek (bytes.Buffer.Peek: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.empty	lowered	-	-	-
bytes	method	bytes.Buffer.Len	lowered	-	-	-
bytes	method	bytes.Buffer.Cap	lowered	-	-	-
bytes	method	bytes.Buffer.Available	lowered	-	-	-
bytes	method	bytes.Buffer.Truncate	lowered	-	-	-
bytes	method	bytes.Buffer.Reset	lowered	-	-	-
bytes	method	bytes.Buffer.tryGrowByReslice	lowered	-	-	-
bytes	method	bytes.Buffer.grow	lowered	-	-	-
bytes	method	bytes.Buffer.Grow	lowered	-	-	-
bytes	method	bytes.Buffer.Write	lowered	-	-	-
bytes	method	bytes.Buffer.WriteString	lowered	-	-	-
bytes	method	bytes.Buffer.ReadFrom	quarantined	method bytes.Buffer.ReadFrom (bytes.Buffer.ReadFrom: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.WriteTo	quarantined	method bytes.Buffer.WriteTo (bytes.Buffer.WriteTo: stdlib-qualified selector io.ErrShortWrite in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.ErrShortWrite
bytes	method	bytes.Buffer.WriteByte	lowered	-	-	-
bytes	method	bytes.Buffer.WriteRune	lowered	-	-	-
bytes	method	bytes.Buffer.Read	quarantined	method bytes.Buffer.Read (bytes.Buffer.Read: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.Next	lowered	-	-	-
bytes	method	bytes.Buffer.ReadByte	quarantined	method bytes.Buffer.ReadByte (bytes.Buffer.ReadByte: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.ReadRune	quarantined	method bytes.Buffer.ReadRune (bytes.Buffer.ReadRune: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.UnreadRune	lowered	-	-	-
bytes	method	bytes.Buffer.UnreadByte	lowered	-	-	-
bytes	method	bytes.Buffer.ReadBytes	lowered	-	-	-
bytes	method	bytes.Buffer.readSlice	quarantined	method bytes.Buffer.readSlice (bytes.Buffer.readSlice: stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is outside the modeled surface (package "io"); satisfaction answers, calls fail closed)	FR-14/stdlib-value-position	io.EOF
bytes	method	bytes.Buffer.ReadString	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.Uint16	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.PutUint16	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.AppendUint16	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.Uint32	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.PutUint32	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.AppendUint32	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.Uint64	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.PutUint64	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.AppendUint64	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.String	lowered	-	-	-
encoding/binary	method	encoding/binary.littleEndian.GoString	lowered	-	-	-
strings	method	strings.Builder.copyCheck	lowered	-	-	-
strings	method	strings.Builder.String	lowered	-	-	-
strings	method	strings.Builder.Len	lowered	-	-	-
strings	method	strings.Builder.Cap	lowered	-	-	-
strings	method	strings.Builder.Reset	lowered	-	-	-
strings	method	strings.Builder.grow	lowered	-	-	-
strings	method	strings.Builder.Grow	lowered	-	-	-
strings	method	strings.Builder.Write	lowered	-	-	-
strings	method	strings.Builder.WriteByte	lowered	-	-	-
strings	method	strings.Builder.WriteRune	lowered	-	-	-
strings	method	strings.Builder.WriteString	lowered	-	-	-
quorum	method	quorum.JointConfig.String	lowered	-	-	-
quorum	method	quorum.JointConfig.IDs	lowered	-	-	-
quorum	method	quorum.JointConfig.Describe	lowered	-	-	-
quorum	method	quorum.JointConfig.CommittedIndex	lowered	-	-	-
quorum	method	quorum.JointConfig.VoteResult	lowered	-	-	-
quorum	method	quorum.MajorityConfig.String	lowered	-	-	-
quorum	method	quorum.MajorityConfig.Describe	quarantined	method quorum.MajorityConfig.Describe (function-local defined type tup as a type argument (gc renders these with a compiler-internal unique suffix, e.g. tup·1 — refused rather than guessed); satisfaction answers, calls fail closed)	c-pin/local-type-type-argument	tup
quorum	method	quorum.MajorityConfig.Slice	lowered	-	-	-
quorum	method	quorum.MajorityConfig.CommittedIndex	lowered	-	-	-
quorum	method	quorum.MajorityConfig.VoteResult	lowered	-	-	-
quorum	method	quorum.Index.String	lowered	-	-	-
quorum	method	quorum.mapAckIndexer.AckedIndex	lowered	-	-	-
quorum	method	quorum.VoteResult.String	lowered	-	-	-
raftpb	method	raftpb.ConfChange.AsV2	lowered	-	-	-
raftpb	method	raftpb.ConfChange.AsV1	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.AsV2	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.AsV1	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.EnterJoint	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.LeaveJoint	lowered	-	-	-
raftpb	method	raftpb.confStateError.Error	lowered	-	-	-
raftpb	method	raftpb.ConfState.Equivalent	lowered	-	-	-
raftpb	method	raftpb.Entry.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.Entry.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.Message.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.Message.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.CloneMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.EqualMessage	lowered	-	-	-
raftpb	method	raftpb.Entry.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.Entry.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.Entry.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.Message.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.Message.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.Message.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.SizeMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.AppendMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.UnmarshalMessage	lowered	-	-	-
raftpb	method	raftpb.EntryType.Enum	lowered	-	-	-
raftpb	method	raftpb.EntryType.String	lowered	-	-	-
raftpb	method	raftpb.EntryType.UnmarshalJSON	lowered	-	-	-
raftpb	method	raftpb.EntryType.EnumDescriptor	lowered	-	-	-
raftpb	method	raftpb.MessageType.Enum	lowered	-	-	-
raftpb	method	raftpb.MessageType.String	lowered	-	-	-
raftpb	method	raftpb.MessageType.UnmarshalJSON	lowered	-	-	-
raftpb	method	raftpb.MessageType.EnumDescriptor	lowered	-	-	-
raftpb	method	raftpb.ConfChangeTransition.Enum	lowered	-	-	-
raftpb	method	raftpb.ConfChangeTransition.String	lowered	-	-	-
raftpb	method	raftpb.ConfChangeTransition.UnmarshalJSON	lowered	-	-	-
raftpb	method	raftpb.ConfChangeTransition.EnumDescriptor	lowered	-	-	-
raftpb	method	raftpb.ConfChangeType.Enum	lowered	-	-	-
raftpb	method	raftpb.ConfChangeType.String	lowered	-	-	-
raftpb	method	raftpb.ConfChangeType.UnmarshalJSON	lowered	-	-	-
raftpb	method	raftpb.ConfChangeType.EnumDescriptor	lowered	-	-	-
raftpb	method	raftpb.Entry.Reset	lowered	-	-	-
raftpb	method	raftpb.Entry.String	lowered	-	-	-
raftpb	method	raftpb.Entry.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.Entry.Descriptor	lowered	-	-	-
raftpb	method	raftpb.Entry.GetTerm	lowered	-	-	-
raftpb	method	raftpb.Entry.GetIndex	lowered	-	-	-
raftpb	method	raftpb.Entry.GetType	lowered	-	-	-
raftpb	method	raftpb.Entry.GetData	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.Reset	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.String	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.Descriptor	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.GetConfState	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.GetIndex	lowered	-	-	-
raftpb	method	raftpb.SnapshotMetadata.GetTerm	lowered	-	-	-
raftpb	method	raftpb.Snapshot.Reset	lowered	-	-	-
raftpb	method	raftpb.Snapshot.String	lowered	-	-	-
raftpb	method	raftpb.Snapshot.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.Snapshot.Descriptor	lowered	-	-	-
raftpb	method	raftpb.Snapshot.GetData	lowered	-	-	-
raftpb	method	raftpb.Snapshot.GetMetadata	lowered	-	-	-
raftpb	method	raftpb.Message.Reset	lowered	-	-	-
raftpb	method	raftpb.Message.String	lowered	-	-	-
raftpb	method	raftpb.Message.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.Message.Descriptor	lowered	-	-	-
raftpb	method	raftpb.Message.GetType	lowered	-	-	-
raftpb	method	raftpb.Message.GetTo	lowered	-	-	-
raftpb	method	raftpb.Message.GetFrom	lowered	-	-	-
raftpb	method	raftpb.Message.GetTerm	lowered	-	-	-
raftpb	method	raftpb.Message.GetLogTerm	lowered	-	-	-
raftpb	method	raftpb.Message.GetIndex	lowered	-	-	-
raftpb	method	raftpb.Message.GetEntries	lowered	-	-	-
raftpb	method	raftpb.Message.GetCommit	lowered	-	-	-
raftpb	method	raftpb.Message.GetVote	lowered	-	-	-
raftpb	method	raftpb.Message.GetSnapshot	lowered	-	-	-
raftpb	method	raftpb.Message.GetReject	lowered	-	-	-
raftpb	method	raftpb.Message.GetRejectHint	lowered	-	-	-
raftpb	method	raftpb.Message.GetContext	lowered	-	-	-
raftpb	method	raftpb.Message.GetResponses	lowered	-	-	-
raftpb	method	raftpb.HardState.Reset	lowered	-	-	-
raftpb	method	raftpb.HardState.String	lowered	-	-	-
raftpb	method	raftpb.HardState.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.HardState.Descriptor	lowered	-	-	-
raftpb	method	raftpb.HardState.GetTerm	lowered	-	-	-
raftpb	method	raftpb.HardState.GetVote	lowered	-	-	-
raftpb	method	raftpb.HardState.GetCommit	lowered	-	-	-
raftpb	method	raftpb.ConfState.Reset	lowered	-	-	-
raftpb	method	raftpb.ConfState.String	lowered	-	-	-
raftpb	method	raftpb.ConfState.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.ConfState.Descriptor	lowered	-	-	-
raftpb	method	raftpb.ConfState.GetVoters	lowered	-	-	-
raftpb	method	raftpb.ConfState.GetLearners	lowered	-	-	-
raftpb	method	raftpb.ConfState.GetVotersOutgoing	lowered	-	-	-
raftpb	method	raftpb.ConfState.GetLearnersNext	lowered	-	-	-
raftpb	method	raftpb.ConfState.GetAutoLeave	lowered	-	-	-
raftpb	method	raftpb.ConfChange.Reset	lowered	-	-	-
raftpb	method	raftpb.ConfChange.String	lowered	-	-	-
raftpb	method	raftpb.ConfChange.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChange.Descriptor	lowered	-	-	-
raftpb	method	raftpb.ConfChange.GetType	lowered	-	-	-
raftpb	method	raftpb.ConfChange.GetNodeId	lowered	-	-	-
raftpb	method	raftpb.ConfChange.GetContext	lowered	-	-	-
raftpb	method	raftpb.ConfChange.GetId	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.Reset	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.String	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.Descriptor	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.GetType	lowered	-	-	-
raftpb	method	raftpb.ConfChangeSingle.GetNodeId	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.Reset	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.String	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.ProtoMessage	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.Descriptor	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.GetTransition	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.GetChanges	lowered	-	-	-
raftpb	method	raftpb.ConfChangeV2.GetContext	lowered	-	-	-
raftpb	method	raftpb.goleanShimErrorString.Error	lowered	-	-	-
tracker	method	tracker.Inflights.Clone	lowered	-	-	-
tracker	method	tracker.Inflights.Add	lowered	-	-	-
tracker	method	tracker.Inflights.grow	lowered	-	-	-
tracker	method	tracker.Inflights.FreeLE	lowered	-	-	-
tracker	method	tracker.Inflights.Full	lowered	-	-	-
tracker	method	tracker.Inflights.Count	lowered	-	-	-
tracker	method	tracker.Inflights.reset	lowered	-	-	-
tracker	method	tracker.Progress.ResetState	lowered	-	-	-
tracker	method	tracker.Progress.BecomeProbe	lowered	-	-	-
tracker	method	tracker.Progress.BecomeReplicate	lowered	-	-	-
tracker	method	tracker.Progress.BecomeSnapshot	lowered	-	-	-
tracker	method	tracker.Progress.SentEntries	lowered	-	-	-
tracker	method	tracker.Progress.CanBumpCommit	lowered	-	-	-
tracker	method	tracker.Progress.SentCommit	lowered	-	-	-
tracker	method	tracker.Progress.MaybeUpdate	lowered	-	-	-
tracker	method	tracker.Progress.MaybeDecrTo	lowered	-	-	-
tracker	method	tracker.Progress.IsPaused	lowered	-	-	-
tracker	method	tracker.Progress.String	lowered	-	-	-
tracker	method	tracker.ProgressMap.String	lowered	-	-	-
tracker	method	tracker.StateType.String	lowered	-	-	-
tracker	method	tracker.Config.String	lowered	-	-	-
tracker	method	tracker.Config.Clone	lowered	-	-	-
tracker	method	tracker.ProgressTracker.ConfState	lowered	-	-	-
tracker	method	tracker.ProgressTracker.IsSingleton	lowered	-	-	-
tracker	method	tracker.matchAckIndexer.AckedIndex	lowered	-	-	-
tracker	method	tracker.ProgressTracker.Committed	lowered	-	-	-
tracker	method	tracker.ProgressTracker.Visit	lowered	-	-	-
tracker	method	tracker.ProgressTracker.QuorumActive	lowered	-	-	-
tracker	method	tracker.ProgressTracker.VoterNodes	lowered	-	-	-
tracker	method	tracker.ProgressTracker.LearnerNodes	lowered	-	-	-
tracker	method	tracker.ProgressTracker.ResetVotes	lowered	-	-	-
tracker	method	tracker.ProgressTracker.RecordVote	lowered	-	-	-
tracker	method	tracker.ProgressTracker.TallyVotes	lowered	-	-	-
confchange	method	confchange.Changer.EnterJoint	lowered	-	-	-
confchange	method	confchange.Changer.LeaveJoint	lowered	-	-	-
confchange	method	confchange.Changer.Simple	lowered	-	-	-
confchange	method	confchange.Changer.apply	lowered	-	-	-
confchange	method	confchange.Changer.makeVoter	lowered	-	-	-
confchange	method	confchange.Changer.makeLearner	lowered	-	-	-
confchange	method	confchange.Changer.remove	lowered	-	-	-
confchange	method	confchange.Changer.initProgress	lowered	-	-	-
confchange	method	confchange.Changer.checkAndCopy	lowered	-	-	-
confchange	method	confchange.Changer.err	lowered	-	-	-
confchange	method	confchange.goleanShimErrorString.Error	lowered	-	-	-
raft	method	raft.RawNode.Bootstrap	lowered	-	-	-
raft	method	raft.raftLog.String	lowered	-	-	-
raft	method	raft.raftLog.maybeAppend	lowered	-	-	-
raft	method	raft.raftLog.append	lowered	-	-	-
raft	method	raft.raftLog.findConflict	lowered	-	-	-
raft	method	raft.raftLog.findConflictByTerm	lowered	-	-	-
raft	method	raft.raftLog.nextUnstableEnts	lowered	-	-	-
raft	method	raft.raftLog.hasNextUnstableEnts	lowered	-	-	-
raft	method	raft.raftLog.hasNextOrInProgressUnstableEnts	lowered	-	-	-
raft	method	raft.raftLog.nextCommittedEnts	lowered	-	-	-
raft	method	raft.raftLog.hasNextCommittedEnts	lowered	-	-	-
raft	method	raft.raftLog.maxAppliableIndex	lowered	-	-	-
raft	method	raft.raftLog.nextUnstableSnapshot	lowered	-	-	-
raft	method	raft.raftLog.hasNextUnstableSnapshot	lowered	-	-	-
raft	method	raft.raftLog.hasNextOrInProgressSnapshot	lowered	-	-	-
raft	method	raft.raftLog.snapshot	lowered	-	-	-
raft	method	raft.raftLog.firstIndex	lowered	-	-	-
raft	method	raft.raftLog.lastIndex	lowered	-	-	-
raft	method	raft.raftLog.commitTo	lowered	-	-	-
raft	method	raft.raftLog.appliedTo	lowered	-	-	-
raft	method	raft.raftLog.acceptApplying	lowered	-	-	-
raft	method	raft.raftLog.stableTo	lowered	-	-	-
raft	method	raft.raftLog.stableSnapTo	lowered	-	-	-
raft	method	raft.raftLog.acceptUnstable	lowered	-	-	-
raft	method	raft.raftLog.lastEntryID	lowered	-	-	-
raft	method	raft.raftLog.term	lowered	-	-	-
raft	method	raft.raftLog.entries	lowered	-	-	-
raft	method	raft.raftLog.allEntries	lowered	-	-	-
raft	method	raft.raftLog.isUpToDate	lowered	-	-	-
raft	method	raft.raftLog.matchTerm	lowered	-	-	-
raft	method	raft.raftLog.maybeCommit	lowered	-	-	-
raft	method	raft.raftLog.restore	lowered	-	-	-
raft	method	raft.raftLog.scan	lowered	-	-	-
raft	method	raft.raftLog.slice	lowered	-	-	-
raft	method	raft.raftLog.mustCheckOutOfBounds	lowered	-	-	-
raft	method	raft.raftLog.zeroTermOnOutOfBounds	lowered	-	-	-
raft	method	raft.unstable.maybeFirstIndex	lowered	-	-	-
raft	method	raft.unstable.maybeLastIndex	lowered	-	-	-
raft	method	raft.unstable.maybeTerm	lowered	-	-	-
raft	method	raft.unstable.nextEntries	lowered	-	-	-
raft	method	raft.unstable.nextSnapshot	lowered	-	-	-
raft	method	raft.unstable.acceptInProgress	lowered	-	-	-
raft	method	raft.unstable.stableTo	lowered	-	-	-
raft	method	raft.unstable.shrinkEntriesArray	lowered	-	-	-
raft	method	raft.unstable.stableSnapTo	lowered	-	-	-
raft	method	raft.unstable.restore	lowered	-	-	-
raft	method	raft.unstable.truncateAndAppend	lowered	-	-	-
raft	method	raft.unstable.slice	lowered	-	-	-
raft	method	raft.unstable.mustCheckOutOfBounds	lowered	-	-	-
raft	method	raft.DefaultLogger.EnableTimestamps	lowered	-	-	-
raft	method	raft.DefaultLogger.EnableDebug	lowered	-	-	-
raft	method	raft.DefaultLogger.Debug	lowered	-	-	-
raft	method	raft.DefaultLogger.Debugf	lowered	-	-	-
raft	method	raft.DefaultLogger.Info	lowered	-	-	-
raft	method	raft.DefaultLogger.Infof	lowered	-	-	-
raft	method	raft.DefaultLogger.Error	lowered	-	-	-
raft	method	raft.DefaultLogger.Errorf	lowered	-	-	-
raft	method	raft.DefaultLogger.Warning	lowered	-	-	-
raft	method	raft.DefaultLogger.Warningf	lowered	-	-	-
raft	method	raft.DefaultLogger.Fatal	quarantined	method raft.DefaultLogger.Fatal (package-selector call os.Exit (package "os" surface not modeled); satisfaction answers, calls fail closed)	FR-14/stdlib-package-unmodeled	os.Exit
raft	method	raft.DefaultLogger.Fatalf	quarantined	method raft.DefaultLogger.Fatalf (package-selector call os.Exit (package "os" surface not modeled); satisfaction answers, calls fail closed)	FR-14/stdlib-package-unmodeled	os.Exit
raft	method	raft.DefaultLogger.Panic	lowered	-	-	-
raft	method	raft.DefaultLogger.Panicf	lowered	-	-	-
raft	method	raft.SoftState.equal	lowered	-	-	-
raft	method	raft.lockedRand.Intn	lowered	-	-	-
raft	method	raft.StateType.String	lowered	-	-	-
raft	method	raft.Config.validate	lowered	-	-	-
raft	method	raft.raft.hasLeader	lowered	-	-	-
raft	method	raft.raft.softState	lowered	-	-	-
raft	method	raft.raft.hardState	lowered	-	-	-
raft	method	raft.raft.send	lowered	-	-	-
raft	method	raft.raft.sendAppend	lowered	-	-	-
raft	method	raft.raft.maybeSendAppend	lowered	-	-	-
raft	method	raft.raft.maybeSendSnapshot	lowered	-	-	-
raft	method	raft.raft.sendHeartbeat	lowered	-	-	-
raft	method	raft.raft.bcastAppend	lowered	-	-	-
raft	method	raft.raft.bcastHeartbeat	lowered	-	-	-
raft	method	raft.raft.bcastHeartbeatWithCtx	lowered	-	-	-
raft	method	raft.raft.appliedTo	lowered	-	-	-
raft	method	raft.raft.appliedSnap	lowered	-	-	-
raft	method	raft.raft.maybeCommit	lowered	-	-	-
raft	method	raft.raft.reset	lowered	-	-	-
raft	method	raft.raft.appendEntry	lowered	-	-	-
raft	method	raft.raft.tickElection	lowered	-	-	-
raft	method	raft.raft.tickHeartbeat	lowered	-	-	-
raft	method	raft.raft.becomeFollower	lowered	-	-	-
raft	method	raft.raft.becomeCandidate	lowered	-	-	-
raft	method	raft.raft.becomePreCandidate	lowered	-	-	-
raft	method	raft.raft.becomeLeader	lowered	-	-	-
raft	method	raft.raft.hup	lowered	-	-	-
raft	method	raft.raft.hasUnappliedConfChanges	lowered	-	-	-
raft	method	raft.raft.campaign	lowered	-	-	-
raft	method	raft.raft.poll	lowered	-	-	-
raft	method	raft.raft.Step	lowered	-	-	-
raft	method	raft.raft.handleAppendEntries	lowered	-	-	-
raft	method	raft.raft.handleHeartbeat	lowered	-	-	-
raft	method	raft.raft.handleSnapshot	lowered	-	-	-
raft	method	raft.raft.restore	lowered	-	-	-
raft	method	raft.raft.promotable	lowered	-	-	-
raft	method	raft.raft.applyConfChange	lowered	-	-	-
raft	method	raft.raft.switchToConfig	lowered	-	-	-
raft	method	raft.raft.loadState	lowered	-	-	-
raft	method	raft.raft.pastElectionTimeout	lowered	-	-	-
raft	method	raft.raft.resetRandomizedElectionTimeout	lowered	-	-	-
raft	method	raft.raft.sendTimeoutNow	lowered	-	-	-
raft	method	raft.raft.abortLeaderTransfer	lowered	-	-	-
raft	method	raft.raft.committedEntryInCurrentTerm	lowered	-	-	-
raft	method	raft.raft.responseToReadIndexReq	lowered	-	-	-
raft	method	raft.raft.increaseUncommittedSize	lowered	-	-	-
raft	method	raft.raft.reduceUncommittedSize	lowered	-	-	-
raft	method	raft.RawNode.Tick	lowered	-	-	-
raft	method	raft.RawNode.TickQuiesced	lowered	-	-	-
raft	method	raft.RawNode.Campaign	lowered	-	-	-
raft	method	raft.RawNode.Propose	lowered	-	-	-
raft	method	raft.RawNode.ProposeConfChange	lowered	-	-	-
raft	method	raft.RawNode.ApplyConfChange	lowered	-	-	-
raft	method	raft.RawNode.Step	lowered	-	-	-
raft	method	raft.RawNode.Ready	lowered	-	-	-
raft	method	raft.RawNode.readyWithoutAccept	lowered	-	-	-
raft	method	raft.RawNode.acceptReady	lowered	-	-	-
raft	method	raft.RawNode.applyUnstableEntries	lowered	-	-	-
raft	method	raft.RawNode.HasReady	lowered	-	-	-
raft	method	raft.RawNode.Advance	lowered	-	-	-
raft	method	raft.RawNode.Status	lowered	-	-	-
raft	method	raft.RawNode.BasicStatus	lowered	-	-	-
raft	method	raft.RawNode.WithProgress	lowered	-	-	-
raft	method	raft.RawNode.ReportUnreachable	lowered	-	-	-
raft	method	raft.RawNode.ReportSnapshot	lowered	-	-	-
raft	method	raft.RawNode.TransferLeader	lowered	-	-	-
raft	method	raft.RawNode.ForgetLeader	lowered	-	-	-
raft	method	raft.RawNode.ReadIndex	lowered	-	-	-
raft	method	raft.readOnly.addRequest	lowered	-	-	-
raft	method	raft.readOnly.recvAck	lowered	-	-	-
raft	method	raft.readOnly.AckedIndex	lowered	-	-	-
raft	method	raft.readOnly.maybeAdvance	lowered	-	-	-
