# DIAGNOSTIC — NOT A LOWERING. tools/lowerdiag report: no wire is written; nothing in this file is a gate input. (lowerdiag wire: per-declaration classification of the wire's quarantine stubs)
pkg	kind	name	status	cause	class	key
raft	method	raft.readOnly.heartbeatCtx	lowered	-	-	-
raft	method	raft.Status.MarshalJSON	lowered	-	-	-
raft	method	raft.Status.String	lowered	-	-	-
raft	method	raft.MemoryStorage.InitialState	lowered	-	-	-
raft	method	raft.MemoryStorage.SetHardState	lowered	-	-	-
raft	method	raft.MemoryStorage.Entries	lowered	-	-	-
raft	method	raft.MemoryStorage.Term	lowered	-	-	-
raft	method	raft.MemoryStorage.LastIndex	lowered	-	-	-
raft	method	raft.MemoryStorage.lastIndex	lowered	-	-	-
raft	method	raft.MemoryStorage.FirstIndex	lowered	-	-	-
raft	method	raft.MemoryStorage.firstIndex	lowered	-	-	-
raft	method	raft.MemoryStorage.Snapshot	lowered	-	-	-
raft	method	raft.MemoryStorage.ApplySnapshot	lowered	-	-	-
raft	method	raft.MemoryStorage.CreateSnapshot	lowered	-	-	-
raft	method	raft.MemoryStorage.Compact	lowered	-	-	-
raft	method	raft.MemoryStorage.Append	lowered	-	-	-
raft	method	raft.logSlice.lastIndex	lowered	-	-	-
raft	method	raft.logSlice.lastEntryID	lowered	-	-	-
raft	method	raft.logSlice.valid	lowered	-	-	-
raft	method	raft.StateType.MarshalJSON	lowered	-	-	-
raft	method	raft.goleanShimErrorString.Error	lowered	-	-	-
main	method	main.harnessLogger.Debug	lowered	-	-	-
main	method	main.harnessLogger.Debugf	lowered	-	-	-
main	method	main.harnessLogger.Info	lowered	-	-	-
main	method	main.harnessLogger.Infof	lowered	-	-	-
main	method	main.harnessLogger.Warning	lowered	-	-	-
main	method	main.harnessLogger.Warningf	lowered	-	-	-
main	method	main.harnessLogger.Error	lowered	-	-	-
main	method	main.harnessLogger.Errorf	lowered	-	-	-
main	method	main.harnessLogger.Fatal	lowered	-	-	-
main	method	main.harnessLogger.Fatalf	lowered	-	-	-
main	method	main.harnessLogger.Panic	lowered	-	-	-
main	method	main.harnessLogger.Panicf	lowered	-	-	-
main	method	main.twin.say	lowered	-	-	-
main	method	main.twin.viol	lowered	-	-	-
main	method	main.twin.harvest	lowered	-	-	-
main	method	main.twin.apply	lowered	-	-	-
main	method	main.twin.liveCount	lowered	-	-	-
main	method	main.twin.pickFor	lowered	-	-	-
main	method	main.twin.deliverIdx	lowered	-	-	-
main	method	main.twin.step	lowered	-	-	-
main	method	main.twin.projection	lowered	-	-	-
main	method	main.twin.complete	lowered	-	-	-
raft	method	raft.MemoryStorage.Lock	quarantined	promoted sync-primitive method sync.Mutex.Lock reached through interface dispatch on the embedding type (statement/defer ops and method values adjust to the embedded primitive at their sites and lower; this method-table entry answers satisfaction, and DISPATCH through it fails closed — the embedded-hop forwarding body is not modeled)	Q-SYNCVAL/sync-value-shape	sync.Mutex.Lock
raft	method	raft.MemoryStorage.TryLock	quarantined	promoted sync-primitive method sync.Mutex.TryLock reached through interface dispatch on the embedding type (statement/defer ops and method values adjust to the embedded primitive at their sites and lower; this method-table entry answers satisfaction, and DISPATCH through it fails closed — the embedded-hop forwarding body is not modeled)	Q-SYNCVAL/sync-value-shape	sync.Mutex.TryLock
raft	method	raft.MemoryStorage.Unlock	quarantined	promoted sync-primitive method sync.Mutex.Unlock reached through interface dispatch on the embedding type (statement/defer ops and method values adjust to the embedded primitive at their sites and lower; this method-table entry answers satisfaction, and DISPATCH through it fails closed — the embedded-hop forwarding body is not modeled)	Q-SYNCVAL/sync-value-shape	sync.Mutex.Unlock
log	method	log.Logger.Fatal	quarantined	imported method log.Logger.Fatal (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Fatal
log	method	log.Logger.Fatalf	quarantined	imported method log.Logger.Fatalf (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Fatalf
log	method	log.Logger.Fatalln	quarantined	imported method log.Logger.Fatalln (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Fatalln
log	method	log.Logger.Flags	quarantined	imported method log.Logger.Flags (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Flags
log	method	log.Logger.Output	quarantined	imported method log.Logger.Output (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Output
log	method	log.Logger.Panic	quarantined	imported method log.Logger.Panic (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Panic
log	method	log.Logger.Panicf	quarantined	imported method log.Logger.Panicf (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Panicf
log	method	log.Logger.Panicln	quarantined	imported method log.Logger.Panicln (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Panicln
log	method	log.Logger.Prefix	quarantined	imported method log.Logger.Prefix (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Prefix
log	method	log.Logger.Print	quarantined	imported method log.Logger.Print (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Print
log	method	log.Logger.Printf	quarantined	imported method log.Logger.Printf (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Printf
log	method	log.Logger.Println	quarantined	imported method log.Logger.Println (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Println
log	method	log.Logger.SetFlags	quarantined	imported method log.Logger.SetFlags (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.SetFlags
log	method	log.Logger.SetOutput	quarantined	imported method log.Logger.SetOutput (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.SetOutput
log	method	log.Logger.SetPrefix	quarantined	imported method log.Logger.SetPrefix (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.SetPrefix
log	method	log.Logger.Writer	quarantined	imported method log.Logger.Writer (declaration-only stub: satisfaction answers, calls fail closed)	FR-14/stdlib-type-method	log.Logger.Writer
sync	method	sync.Mutex.Lock	lowered	-	-	-
sync	method	sync.Mutex.TryLock	lowered	-	-	-
sync	method	sync.Mutex.Unlock	lowered	-	-	-
unicode/utf8	type	unicode/utf8.acceptRange	lowered	-	-	-
internal/strconv	type	internal/strconv.Error	lowered	-	-	-
errors	type	errors.errorString	lowered	-	-	-
slices	type	slices.sortedHint	lowered	-	-	-
slices	type	slices.xorshift	lowered	-	-	-
strconv	type	strconv.NumError	lowered	-	-	-
unicode	type	unicode.RangeTable	lowered	-	-	-
unicode	type	unicode.Range16	lowered	-	-	-
unicode	type	unicode.Range32	lowered	-	-	-
bytes	type	bytes.Buffer	lowered	-	-	-
bytes	type	bytes.readOp	lowered	-	-	-
encoding/binary	type	encoding/binary.littleEndian	lowered	-	-	-
strings	type	strings.Builder	lowered	-	-	-
quorum	type	quorum.JointConfig	lowered	-	-	-
quorum	type	quorum.MajorityConfig	lowered	-	-	-
quorum	type	quorum.Index	lowered	-	-	-
quorum	type	quorum.mapAckIndexer	lowered	-	-	-
quorum	type	quorum.VoteResult	lowered	-	-	-
raftpb	type	raftpb.confStateError	lowered	-	-	-
raftpb	type	raftpb.EntryType	lowered	-	-	-
raftpb	type	raftpb.MessageType	lowered	-	-	-
raftpb	type	raftpb.ConfChangeTransition	lowered	-	-	-
raftpb	type	raftpb.ConfChangeType	lowered	-	-	-
raftpb	type	raftpb.Entry	lowered	-	-	-
raftpb	type	raftpb.SnapshotMetadata	lowered	-	-	-
raftpb	type	raftpb.Snapshot	lowered	-	-	-
raftpb	type	raftpb.Message	lowered	-	-	-
raftpb	type	raftpb.HardState	lowered	-	-	-
raftpb	type	raftpb.ConfState	lowered	-	-	-
raftpb	type	raftpb.ConfChange	lowered	-	-	-
raftpb	type	raftpb.ConfChangeSingle	lowered	-	-	-
raftpb	type	raftpb.ConfChangeV2	lowered	-	-	-
raftpb	type	raftpb.goleanShimErrorString	lowered	-	-	-
tracker	type	tracker.inflight	lowered	-	-	-
tracker	type	tracker.Inflights	lowered	-	-	-
tracker	type	tracker.Progress	lowered	-	-	-
tracker	type	tracker.ProgressMap	lowered	-	-	-
tracker	type	tracker.StateType	lowered	-	-	-
tracker	type	tracker.Config	lowered	-	-	-
tracker	type	tracker.ProgressTracker	lowered	-	-	-
tracker	type	tracker.matchAckIndexer	lowered	-	-	-
confchange	type	confchange.Changer	lowered	-	-	-
confchange	type	confchange.goleanShimErrorString	lowered	-	-	-
raft	type	raft.raftLog	lowered	-	-	-
raft	type	raft.unstable	lowered	-	-	-
raft	type	raft.DefaultLogger	lowered	-	-	-
raft	type	raft.SnapshotStatus	lowered	-	-	-
raft	type	raft.SoftState	lowered	-	-	-
raft	type	raft.Ready	lowered	-	-	-
raft	type	raft.Peer	lowered	-	-	-
raft	type	raft.ReadOnlyOption	lowered	-	-	-
raft	type	raft.lockedRand	lowered	-	-	-
raft	type	raft.CampaignType	lowered	-	-	-
raft	type	raft.StateType	lowered	-	-	-
raft	type	raft.Config	lowered	-	-	-
raft	type	raft.raft	lowered	-	-	-
raft	type	raft.stepFunc	lowered	-	-	-
raft	type	raft.RawNode	lowered	-	-	-
raft	type	raft.ProgressType	lowered	-	-	-
raft	type	raft.ReadState	lowered	-	-	-
raft	type	raft.readIndexRequest	lowered	-	-	-
raft	type	raft.readOnly	lowered	-	-	-
raft	type	raft.TracingEvent	lowered	-	-	-
raft	type	raft.Status	lowered	-	-	-
raft	type	raft.BasicStatus	lowered	-	-	-
raft	type	raft.inMemStorageCallStats	lowered	-	-	-
raft	type	raft.MemoryStorage	lowered	-	-	-
raft	type	raft.entryID	lowered	-	-	-
raft	type	raft.logSlice	lowered	-	-	-
raft	type	raft.EntryFormatter	lowered	-	-	-
raft	type	raft.entryEncodingSize	lowered	-	-	-
raft	type	raft.entryPayloadSize	lowered	-	-	-
raft	type	raft.goleanShimErrorString	lowered	-	-	-
main	type	main.harnessLogger	lowered	-	-	-
main	type	main.twinNode	lowered	-	-	-
main	type	main.slot	lowered	-	-	-
main	type	main.twin	lowered	-	-	-
main	type	main.op	lowered	-	-	-
main	type	main.sched	lowered	-	-	-
log	type	log.Logger	quarantined	imported named type log.Logger	by-design/imported-type-marker	log.Logger
main	type	error	lowered	-	-	-
io	type	io.Reader	lowered	-	-	-
io	type	io.Writer	lowered	-	-	-
proto	type	proto.Message	lowered	-	-	-
quorum	type	quorum.AckedIndexer	lowered	-	-	-
raft	type	raft.Logger	lowered	-	-	-
raft	type	raft.Storage	lowered	-	-	-
raft	type	raft.TraceLogger	lowered	-	-	-
raft	type	raft.goleanShimStringer	lowered	-	-	-
raftpb	type	raftpb.ConfChangeI	lowered	-	-	-
raftpb	type	raftpb.goleanShimStringer	lowered	-	-	-
tracker	type	tracker.goleanShimStringer	lowered	-	-	-
